Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
N2 語彙 (文字・語彙・文法),敬語,けいご,keigo,hurmat tili (keigo),,敬語についての詳しい説明を聞きました。 (hurmat tili haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),数値,すうち,suuchi,raqamli qiymat,,数値についての詳しい説明を聞きました。 (raqamli qiymat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),整備,せいび,seibi,"jihozlash, tartibga solish",,社会の整備をしっかりと守ります。 (Jamiyatning jihozlashiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),文書,ぶんしょ,bunsho,"hujjat, yozma xat",,文書についての詳しい説明を聞きました。 (hujjat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),断水,だんすい,dansui,suv o'chirilishi,,断水についての詳しい説明を聞きました。 (suv o'chirilishi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),断念,だんねん,dannen',"voz kechish, umidni uzish",,断念についての詳しい説明を聞きました。 (voz kechish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),方向性,ほうこうせい,houkousei,"yo'nalish, rivojlanish kursi",,技術の方向性によって生活が便利になりました。 (Texnologiyaning yo'nalishi tufayli hayot qulaylashdi.)
N2 語彙 (文字・語彙・文法),日中,にっちゅう,nitchuu,kunduzi; Yaponiya va Xitoy,,日中についての詳しい説明を聞きました。 (kunduzi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),旧式,きゅうしき,kyuushiki,"eski uslubdagi, eskirgan",,旧式についての詳しい説明を聞きました。 (eski uslubdagi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),明らか,あきらか,akiraka,"aniq, ravshan",,明らかについての詳しい説明を聞きました。 (aniq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),易しい,やさしい,yasashii,"oson, oson tushunarli",,易しいについての詳しい説明を聞きました。 (oson haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),景色,けしき,keshiki,manzara,,景色についての詳しい説明を聞きました。 (manzara haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),書店,しょてん,shoten',kitob do'koni,,書店についての詳しい説明を聞きました。 (kitob do'koni haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),最適,さいてき,saiteki,"eng mos, optimal",,最適についての詳しい説明を聞きました。 (eng mos haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),月給,げっきゅう,gekkyuu,oylik maosh,,月給についての詳しい説明を聞きました。 (oylik maosh haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),有効,ゆうこう,yuukou,"amal qiladi, samarali",,有効についての詳しい説明を聞きました。 (amal qiladi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),服装規定,ふくそうきてい,fukusoukitei,kiyim-bosh qoidalari,,社会の服装規定をしっかりと守ります。 (Jamiyatning kiyim-bosh qoidalariiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),望ましい,のぞましい,nozomashii,"istalgan, maqsadga muvofiq",,望ましいについての詳しい説明を聞きました。 (istalgan haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),期日,きじつ,kijitsu,belgilangan muddat,,期日についての詳しい説明を聞きました。 (belgilangan muddat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),木材,もくざい,mokuzai,yog'och material,,木材についての詳しい説明を聞きました。 (yog'och material haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),本格,ほんかく,honkaku,"jiddiy, chinakam",,本格についての詳しい説明を聞きました。 (jiddiy haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),条件付き,じょうけんつき,joukentsuki,"shartli, shart bilan",,条件付きについての詳しい説明を聞きました。 (shartli haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),条文,じょうぶん,joubun',"modda, band (qonun)",,社会の条文をしっかりと守ります。 (Jamiyatning moddaiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),極端,きょくたん,kyokutan',"haddan tashqari, ekstremal",,極端についての詳しい説明を聞きました。 (haddan tashqari haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),栄光,えいこう,eikou,shon-shuhrat,,栄光についての詳しい説明を聞きました。 (shon-shuhrat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),検索エンジン,けんさくエンジン,kensakuenjin',qidiruv tizimi,,検索エンジンについての詳しい説明を聞きました。 (qidiruv tizimi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),構成要素,こうせいようそ,kouseiyouso,tarkibiy elementlar,,構成要素についての詳しい説明を聞きました。 (tarkibiy elementlar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),模様,もよう,moyou,"naqsh; holat, ko'rinish",,模様についての詳しい説明を聞きました。 (naqsh haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),横断,おうだん,oudan',kesib o'tish,,横断についての詳しい説明を聞きました。 (kesib o'tish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),歓迎,かんげい,kangei,iliq kutib olish,,歓迎についての詳しい説明を聞きました。 (iliq kutib olish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),段階,だんかい,dankai,bosqich,,段階についての詳しい説明を聞きました。 (bosqich haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),気配,けはい,kehai,"alomat, sezgi",,気配についての詳しい説明を聞きました。 (alomat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),水分補給,すいぶんほきゅう,suibunhokyuu,"suv ichish, suv to'ldirish",,水分補給についての詳しい説明を聞きました。 (suv ichish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),決算,けっさん,kessan',moliyaviy yakun,,決算についての詳しい説明を聞きました。 (moliyaviy yakun haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),法則性,ほうそくせい,housokusei,"qonuniyat, tartib",,社会の法則性をしっかりと守ります。 (Jamiyatning qonuniyatiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),流通,りゅうつう,ryuutsuu,"aylanma, taqsimot",,流通についての詳しい説明を聞きました。 (aylanma haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),消える,きえる,kieru,"yo'qolmoq, o'chmoq",,計画通りに消えるを進めていきます。 (Rejaga muvofiq yo'qolmoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),添加物,てんかぶつ,tenkabutsu,qo'shimcha modda,,添加物についての詳しい説明を聞きました。 (qo'shimcha modda haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),温暖化防止,おんだんかぼうし,ondankaboushi,global isishning oldini olish,,温暖化防止についての詳しい説明を聞きました。 (global isishning oldini olish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),満点,まんてん,manten',to'liq ball,,満点についての詳しい説明を聞きました。 (to'liq ball haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),火加減,ひかげん,hikagen',olov me'yori,,火加減についての詳しい説明を聞きました。 (olov me'yori haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),無関心,むかんしん,mukanshin',"befarq, qiziqmaydigan",,無関心についての詳しい説明を聞きました。 (befarq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),特定の人,とくていのひと,tokuteinohito,muayyan shaxs,,特定の人としての責任を持って行動します。 (muayyan shaxs sifatidagi mas'uliyat bilan harakat qilamiz.)
N2 語彙 (文字・語彙・文法),理解度,りかいど,rikaido,tushunish darajasi,,理解度についての詳しい説明を聞きました。 (tushunish darajasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),用件,ようけん,youken',"ish, murojaat sababi",,用件についての詳しい説明を聞きました。 (ish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),省略形,しょうりゃくけい,shouryakukei,qisqartirilgan shakl,,省略形についての詳しい説明を聞きました。 (qisqartirilgan shakl haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),相互関係,そうごかんけい,sougokankei,o'zaro munosabat,,相互関係についての詳しい説明を聞きました。 (o'zaro munosabat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),真剣,しんけん,shinken',"jiddiy, astoydil",,真剣についての詳しい説明を聞きました。 (jiddiy haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),睡眠不足,すいみんぶそく,suiminbusoku,uyqu yetishmasligi,,計画通りに睡眠不足を進めていきます。 (Rejaga muvofiq uyqu yetishmasligini davom ettiramiz.)
N2 語彙 (文字・語彙・文法),社会人,しゃかいじん,shakaijin',ishlayotgan katta odam,,社会人としての責任を持って行動します。 (ishlayotgan katta odam sifatidagi mas'uliyat bilan harakat qilamiz.)
N2 語彙 (文字・語彙・文法),祝日,しゅくじつ,shukujitsu,dam olish kuni (bayram),,祝日についての詳しい説明を聞きました。 (dam olish kuni haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),神話,しんわ,shinwa,"mif, afsona",,神話についての詳しい説明を聞きました。 (mif haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),私用,しよう,shiyou,"shaxsiy ish, o'z ehtiyoji",,私用としての責任を持って行動します。 (shaxsiy ish sifatidagi mas'uliyat bilan harakat qilamiz.)
N2 語彙 (文字・語彙・文法),種別,しゅべつ,shubetsu,"turi, toifasi",,種別についての詳しい説明を聞きました。 (turi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),積立,つみたて,tsumitate,"jamg'arish, to'plab borish",,積立についての詳しい説明を聞きました。 (jamg'arish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),空気清浄機,くうきせいじょうき,kuukiseijouki,havo tozalagich,,空気清浄機についての詳しい説明を聞きました。 (havo tozalagich haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),考察,こうさつ,kousatsu,"tahlil, mulohaza",,考察についての詳しい説明を聞きました。 (tahlil haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),考慮,こうりょ,kouryo,"hisobga olish, e'tiborga olish",,考慮についての詳しい説明を聞きました。 (hisobga olish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),肯定,こうてい,koutei,"tasdiqlash, ijobiy qabul",,肯定についての詳しい説明を聞きました。 (tasdiqlash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),表情豊か,ひょうじょうゆたか,hyoujouyutaka,"ifodali, his-tuyg'uga boy",,表情豊かについての詳しい説明を聞きました。 (ifodali haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),裁量,さいりょう,sairyou,"mulohaza, ixtiyor",,裁量についての詳しい説明を聞きました。 (mulohaza haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),複数,ふくすう,fukusuu,bir nechta,,複数についての詳しい説明を聞きました。 (bir nechta haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),要因,よういん,youin',"omil, sabab",,要因についての詳しい説明を聞きました。 (omil haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),見失う,みうしなう,miushinau,"ko'zdan qochirmoq, yo'qotib qo'ymoq",,計画通りに見失うを進めていきます。 (Rejaga muvofiq ko'zdan qochirmoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),解釈,かいしゃく,kaishaku,"talqin qilish, izohlash",,計画通りに解釈を進めていきます。 (Rejaga muvofiq talqin qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),言い訳,いいわけ,iiwake,"uzr, bahona",,言い訳についての詳しい説明を聞きました。 (uzr haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),記入,きにゅう,kinyuu,"yozib qo'yish, to'ldirish",,記入についての詳しい説明を聞きました。 (yozib qo'yish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),試着,しちゃく,shichaku,kiyib ko'rish,,試着についての詳しい説明を聞きました。 (kiyib ko'rish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),誠実,せいじつ,seijitsu,"halol, samimiy",,誠実についての詳しい説明を聞きました。 (halol haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),贈り物,おくりもの,okurimono,sovg'a,,贈り物についての詳しい説明を聞きました。 (sovg'a haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),踏切,ふみきり,fumikiri,temir yo'l kesishmasi,,踏切についての詳しい説明を聞きました。 (temir yo'l kesishmasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),農薬,のうやく,nouyaku,qishloq xo'jaligi zaharli kimyosi,,農薬についての詳しい説明を聞きました。 (qishloq xo'jaligi zaharli kimyosi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),過疎,かそ,kaso,aholi kamayishi (hududda),,その過疎の環境はとても快適です。 (Ushbu aholi kamayishining muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),適正,てきせい,tekisei,"to'g'ri, mos, munosib",,適正についての詳しい説明を聞きました。 (to'g'ri haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),郵送,ゆうそう,yuusou,pochta orqali yuborish,,郵送についての詳しい説明を聞きました。 (pochta orqali yuborish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),都会,とかい,tokai,katta shahar,,都会についての詳しい説明を聞きました。 (katta shahar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),閉鎖,へいさ,heisa,"yopilish, to'xtatilish",,閉鎖についての詳しい説明を聞きました。 (yopilish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),集計,しゅうけい,shuukei,yakuniy hisoblash,,集計についての詳しい説明を聞きました。 (yakuniy hisoblash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),需要,じゅよう,juyou,talab (iqtisodda),,需要についての詳しい説明を聞きました。 (talab haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),面接官,めんせつかん,mensetsukan',"suhbat oluvchi, intervyuer",,面接官についての詳しい説明を聞きました。 (suhbat oluvchi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),順序,じゅんじょ,junjo,"tartib, ketma-ketlik",,社会の順序をしっかりと守ります。 (Jamiyatning tartibiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),頭痛,ずつう,zutsuu,bosh og'rig'i,,頭痛についての詳しい説明を聞きました。 (bosh og'rig'i haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),食生活,しょくせいかつ,shokuseikatsu,ovqatlanish tartibi,,社会の食生活をしっかりと守ります。 (Jamiyatning ovqatlanish tartibiiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),香り,かおり,kaori,xushbo'y hid,,香りについての詳しい説明を聞きました。 (xushbo'y hid haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),高齢,こうれい,kourei,keksa yosh,,高齢についての詳しい説明を聞きました。 (keksa yosh haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),一言,ひとこと,hitokoto,"bir og'iz so'z, qisqa gap",,一言についての詳しい説明を聞きました。 (bir og'iz so'z haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),上品,じょうひん,jouhin',"nafis, xushmuomala",,上品についての詳しい説明を聞きました。 (nafis haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),下品,げひん,gehin',"qo'pol, beadab",,下品についての詳しい説明を聞きました。 (qo'pol haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),不況,ふきょう,fukyou,"tanazzul, inqiroz",,不況についての詳しい説明を聞きました。 (tanazzul haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),予告,よこく,yokoku,oldindan xabar berish,,予告についての詳しい説明を聞きました。 (oldindan xabar berish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),事故,じこ,jiko,"avariya, hodisa",,事故についての詳しい説明を聞きました。 (avariya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),事業,じぎょう,jigyou,"biznes, loyiha, tadbirkorlik",,事業についての詳しい説明を聞きました。 (biznes haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),乾燥,かんそう,kansou,"quruq, quritish",,乾燥についての詳しい説明を聞きました。 (quruq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),交渉,こうしょう,koushou,"muzokara, kelishuv",,交渉についての詳しい説明を聞きました。 (muzokara haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),休憩,きゅうけい,kyuukei,tanaffus,,休憩についての詳しい説明を聞きました。 (tanaffus haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),伝言,でんごん,dengon',"xabar, aytib qo'yish",,伝言についての詳しい説明を聞きました。 (xabar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),位置,いち,ichi,"joylashuv, pozitsiya",,その位置の環境はとても快適です。 (Ushbu joylashuvning muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),作品集,さくひんしゅう,sakuhinshuu,asarlar to'plami,,作品集についての詳しい説明を聞きました。 (asarlar to'plami haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),保護,ほご,hogo,"himoya, muhofaza",,保護についての詳しい説明を聞きました。 (himoya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),信念,しんねん,shinnen',"e'tiqod, ishonch",,信念についての詳しい説明を聞きました。 (e'tiqod haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),候補,こうほ,kouho,"nomzod, kandidat",,候補についての詳しい説明を聞きました。 (nomzod haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),停止線,ていしせん,teishisen',to'xtash chizig'i,,停止線についての詳しい説明を聞きました。 (to'xtash chizig'i haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),優先,ゆうせん,yuusen',"ustuvorlik, birinchi navbat",,優先についての詳しい説明を聞きました。 (ustuvorlik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),光熱費,こうねつひ,kounetsuhi,kommunal xarajatlar,,光熱費についての詳しい説明を聞きました。 (kommunal xarajatlar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),入力,にゅうりょく,nyuuryoku,kiritish (ma'lumot),,入力についての詳しい説明を聞きました。 (kiritish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),全面的,ぜんめんてき,zenmenteki,"har tomonlama, to'liq",,全面的についての詳しい説明を聞きました。 (har tomonlama haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),公開,こうかい,koukai,ommaga ochiq qilish,,計画通りに公開を進めていきます。 (Rejaga muvofiq ommaga ochiq qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),冷静さ,れいせいさ,reiseisa,sovuqqonlik,,冷静さについての詳しい説明を聞きました。 (sovuqqonlik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),出題,しゅつだい,shutsudai,"savol berish, topshiriq chiqarish",,出題についての詳しい説明を聞きました。 (savol berish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),分析,ぶんせき,bunseki,tahlil qilish,,計画通りに分析を進めていきます。 (Rejaga muvofiq tahlil qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),制度,せいど,seido,"tizim, tartib",,社会の制度をしっかりと守ります。 (Jamiyatning tizimiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),削減,さくげん,sakugen',"qisqartirish, kamaytirish",,削減についての詳しい説明を聞きました。 (qisqartirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),前提,ぜんてい,zentei,"shart, asos",,前提についての詳しい説明を聞きました。 (shart haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),募金,ぼきん,bokin',xayriya mablag' yig'ish,,募金についての詳しい説明を聞きました。 (xayriya mablag' yig'ish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),励ます,はげます,hagemasu,"dalda bermoq, ruhlantirmoq",,計画通りに励ますを進めていきます。 (Rejaga muvofiq dalda bermoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),勤勉,きんべん,kinben',"mehnatkash, tirishqoq",,勤勉についての詳しい説明を聞きました。 (mehnatkash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),危害防止,きがいぼうし,kigaiboushi,zararning oldini olish,,危害防止を未然に防ぐ対策を立てました。 (zararning oldini olishning oldini olish choralarini tuzdik.)
N2 語彙 (文字・語彙・文法),反射,はんしゃ,hansha,refleks; aks etish,,計画通りに反射を進めていきます。 (Rejaga muvofiq refleksni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),取り消し,とりけし,torikeshi,bekor qilish,,計画通りに取り消しを進めていきます。 (Rejaga muvofiq bekor qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),受け取り,うけとり,uketori,"olish, qabul qilish",,計画通りに受け取りを進めていきます。 (Rejaga muvofiq olishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),台風,たいふう,taifuu,tayfun,,台風についての詳しい説明を聞きました。 (tayfun haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),合図,あいず,aizu,"ishora, belgi",,合図についての詳しい説明を聞きました。 (ishora haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),同封,どうふう,doufuu,birga jo'natish (xat bilan),,同封についての詳しい説明を聞きました。 (birga jo'natish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),名刺,めいし,meishi,"tashrif qog'ozi, vizitka",,名刺についての詳しい説明を聞きました。 (tashrif qog'ozi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),吹雪,ふぶき,fubuki,"bo'ron, qor bo'roni",,吹雪についての詳しい説明を聞きました。 (bo'ron haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),味覚,みかく,mikaku,ta'm bilish qobiliyati,,味覚についての詳しい説明を聞きました。 (ta'm bilish qobiliyati haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),問題用紙,もんだいようし,mondaiyoushi,savollar varaqasi,,問題用紙についての詳しい説明を聞きました。 (savollar varaqasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),回復力,かいふくりょく,kaifukuryoku,tiklanish qobiliyati,,回復力についての詳しい説明を聞きました。 (tiklanish qobiliyati haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),報酬,ほうしゅう,houshuu,"haq, mukofot",,報酬についての詳しい説明を聞きました。 (haq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),圧力,あつりょく,atsuryoku,bosim,,圧力についての詳しい説明を聞きました。 (bosim haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),基準,きじゅん,kijun',"mezon, standart",,社会の基準をしっかりと守ります。 (Jamiyatning mezoniga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),増税,ぞうぜい,zouzei,soliq oshirilishi,,増税についての詳しい説明を聞きました。 (soliq oshirilishi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),売上,うりあげ,uriage,savdo tushumi,,売上についての詳しい説明を聞きました。 (savdo tushumi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),大ざっぱ,おおざっぱ,oozappa,"yuzaki, taxminiy",,大ざっぱについての詳しい説明を聞きました。 (yuzaki haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),延期届,えんきとどけ,enkitodoke,kechiktirish arizasi,,延期届についての詳しい説明を聞きました。 (kechiktirish arizasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),引っ越し,ひっこし,hikkoshi,ko'chish,,引っ越しについての詳しい説明を聞きました。 (ko'chish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),採用試験,さいようしけん,saiyoushiken',ishga qabul imtihoni,,採用試験についての詳しい説明を聞きました。 (ishga qabul imtihoni haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),放送,ほうそう,housou,"eshittirish, translyatsiya",,放送についての詳しい説明を聞きました。 (eshittirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),教科,きょうか,kyouka,o'quv fani,,教科についての詳しい説明を聞きました。 (o'quv fani haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),文献,ぶんけん,bunken',"adabiyot, manba",,文献についての詳しい説明を聞きました。 (adabiyot haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),方向転換,ほうこうてんかん,houkoutenkan',yo'nalishni o'zgartirish,,方向転換についての詳しい説明を聞きました。 (yo'nalishni o'zgartirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),期限,きげん,kigen',"muddat, oxirgi muddat",,期限についての詳しい説明を聞きました。 (muddat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),検討,けんとう,kentou,"ko'rib chiqish, muhokama",,検討についての詳しい説明を聞きました。 (ko'rib chiqish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),極めて,きわめて,kiwamete,"nihoyatda, juda",,極めてについての詳しい説明を聞きました。 (nihoyatda haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),概念,がいねん,gainen',"tushuncha, konsepsiya",,概念についての詳しい説明を聞きました。 (tushuncha haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),権利,けんり,kenri,huquq,,権利についての詳しい説明を聞きました。 (huquq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),正解,せいかい,seikai,to'g'ri javob,,正解についての詳しい説明を聞きました。 (to'g'ri javob haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),比例,ひれい,hirei,"mutanosiblik, proporsiya",,比例についての詳しい説明を聞きました。 (mutanosiblik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),気づく,きづく,kizuku,"payqamoq, sezmoq",,計画通りに気づくを進めていきます。 (Rejaga muvofiq payqamoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),決定事項,けっていじこう,ketteijikou,qaror qilingan bandlar,,決定事項についての詳しい説明を聞きました。 (qaror qilingan bandlar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),沸騰,ふっとう,futtou,qaynash,,沸騰についての詳しい説明を聞きました。 (qaynash haqida batafsil tushuntirish eshitdik.)
